instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day
6515,2011-10-04,fall,2011,October,0,no,tuesday,yes,2,16.400000000000002,20.455000000000002,87.0,8.959999999999999,5,22,27,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6516,2011-10-04,fall,2011,October,1,no,tuesday,yes,2,16.400000000000002,20.455000000000002,87.0,10.45,1,8,9,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6517,2011-10-04,fall,2011,October,2,no,tuesday,yes,2,16.400000000000002,20.455000000000002,87.0,0.0,1,2,3,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6518,2011-10-04,fall,2011,October,3,no,tuesday,yes,1,16.400000000000002,20.455000000000002,82.0,10.45,3,3,6,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6519,2011-10-04,fall,2011,October,4,no,tuesday,yes,1,16.400000000000002,20.455000000000002,82.0,8.959999999999999,3,4,7,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6520,2011-10-04,fall,2011,October,5,no,tuesday,yes,1,16.400000000000002,20.455000000000002,82.0,13.43,2,25,27,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6521,2011-10-04,fall,2011,October,6,no,tuesday,yes,1,16.400000000000002,20.455000000000002,82.0,10.45,3,109,112,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6522,2011-10-04,fall,2011,October,7,no,tuesday,yes,1,17.22,21.21,82.0,28.360000000000003,11,298,309,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6523,2011-10-04,fall,2011,October,8,no,tuesday,yes,1,18.04,21.97,77.0,22.39,28,372,400,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6524,2011-10-04,fall,2011,October,9,no,tuesday,yes,1,18.86,22.725,67.0,25.369999999999997,19,168,187,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6525,2011-10-04,fall,2011,October,10,no,tuesday,yes,1,19.68,23.485,67.0,28.360000000000003,19,107,126,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6526,2011-10-04,fall,2011,October,11,no,tuesday,yes,1,22.14,25.759999999999998,64.0,28.360000000000003,22,102,124,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6527,2011-10-04,fall,2011,October,12,no,tuesday,yes,1,22.96,26.515,56.00000000000001,29.849999999999998,39,160,199,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6528,2011-10-04,fall,2011,October,13,no,tuesday,yes,1,22.96,26.515,56.00000000000001,29.849999999999998,20,153,173,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6529,2011-10-04,fall,2011,October,14,no,tuesday,yes,1,23.779999999999998,27.275,53.0,25.369999999999997,27,156,183,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6530,2011-10-04,fall,2011,October,15,no,tuesday,yes,1,23.779999999999998,27.275,56.00000000000001,28.360000000000003,28,166,194,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6531,2011-10-04,fall,2011,October,16,no,tuesday,yes,1,23.779999999999998,27.275,56.00000000000001,32.84,36,273,309,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6532,2011-10-04,fall,2011,October,17,no,tuesday,yes,1,22.96,26.515,60.0,38.81,55,530,585,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6533,2011-10-04,fall,2011,October,18,no,tuesday,yes,1,22.14,25.759999999999998,64.0,28.360000000000003,68,456,524,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6534,2011-10-04,fall,2011,October,19,no,tuesday,yes,1,21.32,25.0,68.0,22.39,35,310,345,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6535,2011-10-04,fall,2011,October,20,no,tuesday,yes,1,21.32,25.0,68.0,22.39,25,236,261,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6536,2011-10-04,fall,2011,October,21,no,tuesday,yes,1,20.5,24.240000000000002,72.0,13.43,22,144,166,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6537,2011-10-04,fall,2011,October,22,no,tuesday,yes,1,20.5,24.240000000000002,72.0,13.43,8,106,114,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6538,2011-10-04,fall,2011,October,23,no,tuesday,yes,1,19.68,23.485,77.0,13.43,6,60,66,1,19.850847,23.6429,71.0,20.5854,486,3970,4456
6539,2011-10-05,fall,2011,October,0,no,wednesday,yes,1,19.68,23.485,77.0,13.43,7,36,43,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6540,2011-10-05,fall,2011,October,1,no,wednesday,yes,1,19.68,23.485,77.0,16.42,4,7,11,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6541,2011-10-05,fall,2011,October,2,no,wednesday,yes,1,18.86,22.725,82.0,16.42,1,2,3,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6542,2011-10-05,fall,2011,October,3,no,wednesday,yes,1,18.86,22.725,82.0,10.45,1,5,6,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6543,2011-10-05,fall,2011,October,4,no,wednesday,yes,1,18.04,21.97,88.0,0.0,1,4,5,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6544,2011-10-05,fall,2011,October,5,no,wednesday,yes,1,18.04,21.97,82.0,13.43,3,29,32,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6545,2011-10-05,fall,2011,October,6,no,wednesday,yes,1,18.04,21.97,82.0,10.45,5,112,117,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6546,2011-10-05,fall,2011,October,7,no,wednesday,yes,1,18.86,22.725,77.0,10.45,9,292,301,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6547,2011-10-05,fall,2011,October,8,no,wednesday,yes,1,21.32,25.0,63.0,0.0,26,441,467,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6548,2011-10-05,fall,2011,October,9,no,wednesday,yes,1,22.14,25.759999999999998,60.0,29.849999999999998,32,187,219,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6549,2011-10-05,fall,2011,October,10,no,wednesday,yes,1,22.96,26.515,56.00000000000001,38.81,30,103,133,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6550,2011-10-05,fall,2011,October,11,no,wednesday,yes,1,24.599999999999998,31.06,46.0,28.360000000000003,32,138,170,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6551,2011-10-05,fall,2011,October,12,no,wednesday,yes,1,25.419999999999998,31.06,43.0,32.84,34,180,214,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6552,2011-10-05,fall,2011,October,13,no,wednesday,yes,1,26.240000000000002,31.06,41.0,22.39,30,189,219,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6553,2011-10-05,fall,2011,October,14,no,wednesday,yes,1,26.240000000000002,31.06,41.0,28.360000000000003,34,156,190,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6554,2011-10-05,fall,2011,October,15,no,wednesday,yes,1,26.240000000000002,31.06,47.0,28.360000000000003,35,147,182,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6555,2011-10-05,fall,2011,October,16,no,wednesday,yes,1,26.240000000000002,31.06,47.0,32.84,37,245,282,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6556,2011-10-05,fall,2011,October,17,no,wednesday,yes,1,26.240000000000002,31.06,47.0,25.369999999999997,66,525,591,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6557,2011-10-05,fall,2011,October,18,no,wednesday,yes,1,24.599999999999998,31.06,53.0,16.42,57,536,593,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6558,2011-10-05,fall,2011,October,19,no,wednesday,yes,1,23.779999999999998,27.275,56.00000000000001,13.43,40,334,374,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6559,2011-10-05,fall,2011,October,20,no,wednesday,yes,1,21.32,25.0,77.0,16.42,18,228,246,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6560,2011-10-05,fall,2011,October,21,no,wednesday,yes,1,20.5,24.240000000000002,82.0,10.45,28,173,201,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6561,2011-10-05,fall,2011,October,22,no,wednesday,yes,1,21.32,25.0,72.0,0.0,20,134,154,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6562,2011-10-05,fall,2011,October,23,no,wednesday,yes,1,20.5,24.240000000000002,77.0,10.45,9,64,73,1,22.071652999999998,26.3569,64.79169999999999,17.724999999999998,559,4267,4826
6563,2011-10-06,fall,2011,October,0,no,thursday,yes,1,20.5,24.240000000000002,72.0,19.400000000000002,6,34,40,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6564,2011-10-06,fall,2011,October,1,no,thursday,yes,1,19.68,23.485,63.0,19.400000000000002,5,17,22,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6565,2011-10-06,fall,2011,October,2,no,thursday,yes,1,18.86,22.725,67.0,19.400000000000002,2,8,10,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6566,2011-10-06,fall,2011,October,3,no,thursday,yes,1,18.04,21.97,67.0,22.39,1,4,5,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6567,2011-10-06,fall,2011,October,4,no,thursday,yes,1,18.04,21.97,62.0,28.360000000000003,0,5,5,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6568,2011-10-06,fall,2011,October,5,no,thursday,yes,1,17.22,21.21,62.0,19.400000000000002,0,24,24,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6569,2011-10-06,fall,2011,October,6,no,thursday,yes,1,16.400000000000002,20.455000000000002,66.0,19.400000000000002,4,110,114,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6570,2011-10-06,fall,2011,October,7,no,thursday,yes,1,17.22,21.21,62.0,19.400000000000002,15,287,302,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6571,2011-10-06,fall,2011,October,8,no,thursday,yes,1,18.04,21.97,62.0,16.42,20,437,457,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6572,2011-10-06,fall,2011,October,9,no,thursday,yes,1,18.86,22.725,63.0,19.400000000000002,20,188,208,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6573,2011-10-06,fall,2011,October,10,no,thursday,yes,1,21.32,25.0,52.0,0.0,24,105,129,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6574,2011-10-06,fall,2011,October,11,no,thursday,yes,1,22.14,25.759999999999998,49.0,0.0,29,115,144,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6575,2011-10-06,fall,2011,October,12,no,thursday,yes,1,22.96,26.515,49.0,8.959999999999999,46,180,226,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6576,2011-10-06,fall,2011,October,13,no,thursday,yes,1,22.96,26.515,46.0,8.959999999999999,33,158,191,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6577,2011-10-06,fall,2011,October,14,no,thursday,yes,1,23.779999999999998,27.275,43.0,8.959999999999999,56,139,195,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6578,2011-10-06,fall,2011,October,15,no,thursday,yes,1,23.779999999999998,27.275,46.0,13.43,62,157,219,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6579,2011-10-06,fall,2011,October,16,no,thursday,yes,1,23.779999999999998,27.275,49.0,19.400000000000002,51,272,323,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6580,2011-10-06,fall,2011,October,17,no,thursday,yes,1,22.96,26.515,52.0,13.43,63,505,568,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6581,2011-10-06,fall,2011,October,18,no,thursday,yes,1,22.14,25.759999999999998,64.0,8.959999999999999,59,479,538,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6582,2011-10-06,fall,2011,October,19,no,thursday,yes,1,21.32,25.0,59.0,10.45,38,305,343,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6583,2011-10-06,fall,2011,October,20,no,thursday,yes,1,20.5,24.240000000000002,77.0,10.45,29,231,260,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6584,2011-10-06,fall,2011,October,21,no,thursday,yes,1,18.86,22.725,88.0,8.959999999999999,34,161,195,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6585,2011-10-06,fall,2011,October,22,no,thursday,yes,1,18.86,22.725,82.0,0.0,24,124,148,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6586,2011-10-06,fall,2011,October,23,no,thursday,yes,1,18.04,21.97,88.0,8.959999999999999,18,81,99,1,20.260847000000002,24.02125,62.083299999999994,13.495399999999998,639,4126,4765
6587,2011-10-07,fall,2011,October,0,no,friday,yes,1,18.04,21.97,88.0,0.0,19,48,67,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6588,2011-10-07,fall,2011,October,1,no,friday,yes,1,18.04,21.97,88.0,0.0,3,25,28,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6589,2011-10-07,fall,2011,October,2,no,friday,yes,1,17.22,21.21,88.0,0.0,0,5,5,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6590,2011-10-07,fall,2011,October,3,no,friday,yes,1,16.400000000000002,20.455000000000002,87.0,0.0,1,9,10,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6591,2011-10-07,fall,2011,October,4,no,friday,yes,1,16.400000000000002,20.455000000000002,87.0,10.45,0,5,5,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6592,2011-10-07,fall,2011,October,5,no,friday,yes,1,17.22,21.21,82.0,0.0,3,24,27,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6593,2011-10-07,fall,2011,October,6,no,friday,yes,1,17.22,21.21,88.0,0.0,3,84,87,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6594,2011-10-07,fall,2011,October,7,no,friday,yes,1,17.22,21.21,94.0,0.0,5,237,242,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6595,2011-10-07,fall,2011,October,8,no,friday,yes,1,18.86,22.725,82.0,0.0,31,386,417,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6596,2011-10-07,fall,2011,October,9,no,friday,yes,1,19.68,23.485,77.0,0.0,34,207,241,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6597,2011-10-07,fall,2011,October,10,no,friday,yes,1,21.32,25.0,68.0,8.959999999999999,48,126,174,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6598,2011-10-07,fall,2011,October,11,no,friday,yes,1,22.96,26.515,63.0,0.0,80,150,230,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6599,2011-10-07,fall,2011,October,12,no,friday,yes,1,24.599999999999998,31.06,53.0,0.0,61,174,235,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6600,2011-10-07,fall,2011,October,13,no,friday,yes,1,24.599999999999998,31.06,46.0,0.0,95,210,305,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6601,2011-10-07,fall,2011,October,14,no,friday,yes,1,25.419999999999998,31.06,50.0,0.0,77,179,256,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6602,2011-10-07,fall,2011,October,15,no,friday,yes,1,27.060000000000002,31.06,41.0,0.0,68,202,270,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6603,2011-10-07,fall,2011,October,16,no,friday,yes,1,26.240000000000002,31.06,44.0,0.0,73,346,419,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6604,2011-10-07,fall,2011,October,17,no,friday,yes,1,24.599999999999998,31.06,56.00000000000001,25.369999999999997,101,462,563,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6605,2011-10-07,fall,2011,October,18,no,friday,yes,1,22.96,26.515,60.0,8.959999999999999,94,371,465,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6606,2011-10-07,fall,2011,October,19,no,friday,yes,1,22.96,26.515,52.0,0.0,51,243,294,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6607,2011-10-07,fall,2011,October,20,no,friday,yes,1,22.14,25.759999999999998,49.0,0.0,30,167,197,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6608,2011-10-07,fall,2011,October,21,no,friday,yes,1,20.5,24.240000000000002,68.0,0.0,22,144,166,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6609,2011-10-07,fall,2011,October,22,no,friday,yes,1,20.5,24.240000000000002,68.0,0.0,27,119,146,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6610,2011-10-07,fall,2011,October,23,no,friday,yes,1,20.5,24.240000000000002,63.0,0.0,23,113,136,1,20.944153,25.2202,68.41669999999999,2.23917,949,4036,4985
6611,2011-10-08,fall,2011,October,0,no,saturday,no,1,19.68,23.485,72.0,0.0,17,72,89,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6612,2011-10-08,fall,2011,October,1,no,saturday,no,1,18.86,22.725,82.0,0.0,14,51,65,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6613,2011-10-08,fall,2011,October,2,no,saturday,no,1,18.86,22.725,82.0,0.0,4,41,45,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6614,2011-10-08,fall,2011,October,3,no,saturday,no,1,18.04,21.97,88.0,0.0,4,16,20,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6615,2011-10-08,fall,2011,October,4,no,saturday,no,1,17.22,21.21,94.0,13.43,3,7,10,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6616,2011-10-08,fall,2011,October,5,no,saturday,no,1,17.22,21.21,88.0,10.45,1,7,8,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6617,2011-10-08,fall,2011,October,6,no,saturday,no,1,17.22,21.21,94.0,0.0,6,16,22,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6618,2011-10-08,fall,2011,October,7,no,saturday,no,1,17.22,21.21,94.0,8.959999999999999,27,46,73,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6619,2011-10-08,fall,2011,October,8,no,saturday,no,1,18.86,22.725,82.0,0.0,14,89,103,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6620,2011-10-08,fall,2011,October,9,no,saturday,no,1,20.5,24.240000000000002,77.0,0.0,54,163,217,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6621,2011-10-08,fall,2011,October,10,no,saturday,no,1,21.32,25.0,77.0,0.0,120,217,337,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6622,2011-10-08,fall,2011,October,11,no,saturday,no,1,23.779999999999998,27.275,56.00000000000001,0.0,176,221,397,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6623,2011-10-08,fall,2011,October,12,no,saturday,no,1,25.419999999999998,31.06,35.0,0.0,191,255,446,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6624,2011-10-08,fall,2011,October,13,no,saturday,no,1,25.419999999999998,31.06,46.0,10.45,256,229,485,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6625,2011-10-08,fall,2011,October,14,no,saturday,no,1,25.419999999999998,31.06,50.0,8.959999999999999,251,214,465,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6626,2011-10-08,fall,2011,October,15,no,saturday,no,1,27.060000000000002,31.06,39.0,0.0,262,234,496,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6627,2011-10-08,fall,2011,October,16,no,saturday,no,1,26.240000000000002,31.06,44.0,8.959999999999999,221,230,451,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6628,2011-10-08,fall,2011,October,17,no,saturday,no,1,25.419999999999998,31.06,50.0,13.43,174,219,393,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6629,2011-10-08,fall,2011,October,18,no,saturday,no,1,24.599999999999998,31.06,46.0,10.45,135,224,359,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6630,2011-10-08,fall,2011,October,19,no,saturday,no,1,22.14,25.759999999999998,68.0,13.43,76,172,248,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6631,2011-10-08,fall,2011,October,20,no,saturday,no,1,21.32,25.0,77.0,10.45,78,124,202,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6632,2011-10-08,fall,2011,October,21,no,saturday,no,1,21.32,25.0,77.0,0.0,54,133,187,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6633,2011-10-08,fall,2011,October,22,no,saturday,no,1,20.5,24.240000000000002,77.0,0.0,45,104,149,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6634,2011-10-08,fall,2011,October,23,no,saturday,no,1,19.68,23.485,88.0,0.0,52,90,142,1,21.388347,25.6621,70.125,4.54042,2235,3174,5409
6635,2011-10-09,fall,2011,October,0,no,sunday,no,1,18.86,22.725,88.0,8.959999999999999,46,83,129,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6636,2011-10-09,fall,2011,October,1,no,sunday,no,1,18.86,22.725,88.0,0.0,15,63,78,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6637,2011-10-09,fall,2011,October,2,no,sunday,no,1,18.86,22.725,88.0,0.0,20,35,55,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6638,2011-10-09,fall,2011,October,3,no,sunday,no,1,18.04,21.97,88.0,0.0,10,20,30,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6639,2011-10-09,fall,2011,October,4,no,sunday,no,1,18.04,21.97,88.0,0.0,7,7,14,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6640,2011-10-09,fall,2011,October,5,no,sunday,no,1,18.04,21.97,88.0,0.0,1,14,15,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6641,2011-10-09,fall,2011,October,6,no,sunday,no,1,18.04,21.97,88.0,0.0,7,14,21,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6642,2011-10-09,fall,2011,October,7,no,sunday,no,1,18.04,21.97,86.0,0.0,18,26,44,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6643,2011-10-09,fall,2011,October,8,no,sunday,no,1,18.86,22.725,88.0,0.0,25,82,107,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6644,2011-10-09,fall,2011,October,9,no,sunday,no,1,20.5,24.240000000000002,77.0,0.0,66,119,185,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6645,2011-10-09,fall,2011,October,10,no,sunday,no,1,22.96,26.515,68.0,8.959999999999999,155,210,365,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6646,2011-10-09,fall,2011,October,11,no,sunday,no,1,25.419999999999998,31.06,53.0,8.959999999999999,189,234,423,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6647,2011-10-09,fall,2011,October,12,no,sunday,no,1,26.240000000000002,31.06,44.0,8.959999999999999,212,243,455,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6648,2011-10-09,fall,2011,October,13,no,sunday,no,1,27.060000000000002,31.06,44.0,8.959999999999999,225,193,418,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6649,2011-10-09,fall,2011,October,14,no,sunday,no,1,27.880000000000003,31.819999999999997,47.0,16.42,272,228,500,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6650,2011-10-09,fall,2011,October,15,no,sunday,no,1,27.880000000000003,31.819999999999997,51.0,16.42,198,209,407,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6651,2011-10-09,fall,2011,October,16,no,sunday,no,1,27.060000000000002,31.06,50.0,13.43,223,247,470,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6652,2011-10-09,fall,2011,October,17,no,sunday,no,1,25.419999999999998,30.305,61.0,10.45,208,230,438,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6653,2011-10-09,fall,2011,October,18,no,sunday,no,1,26.240000000000002,31.06,50.0,10.45,186,228,414,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6654,2011-10-09,fall,2011,October,19,no,sunday,no,1,22.96,26.515,73.0,8.959999999999999,116,186,302,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6655,2011-10-09,fall,2011,October,20,no,sunday,no,1,22.96,26.515,73.0,10.45,59,134,193,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6656,2011-10-09,fall,2011,October,21,no,sunday,no,1,22.14,25.759999999999998,83.0,10.45,53,120,173,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6657,2011-10-09,fall,2011,October,22,no,sunday,no,2,21.32,25.0,94.0,0.0,48,104,152,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6658,2011-10-09,fall,2011,October,23,no,sunday,no,1,20.5,24.240000000000002,88.0,10.45,38,85,123,1,22.174153,26.19915,72.75,6.345000000000001,2397,3114,5511
6659,2011-10-10,fall,2011,October,0,yes,monday,no,1,20.5,24.240000000000002,94.0,0.0,11,42,53,1,23.404153,27.14625,73.375,4.23042,1514,3603,5117
6660,2011-10-10,fall,2011,October,1,yes,monday,no,1,19.68,23.485,88.0,0.0,4,30,34,1,23.404153,27.14625,73.375,4.23042,1514,3603,5117
6661,2011-10-10,fall,2011,October,2,yes,monday,no,1,19.68,23.485,88.0,0.0,4,15,19,1,23.404153,27.14625,73.375,4.23042,1514,3603,5117
6662,2011-10-10,fall,2011,October,3,yes,monday,no,1,18.86,22.725,88.0,0.0,2,9,11,1,23.404153,27.14625,73.375,4.23042,1514,3603,5117
6663,2011-10-10,fall,2011,October,4,yes,monday,no,1,18.86,22.725,94.0,0.0,2,4,6,1,23.404153,27.14625,73.375,4.23042,1514,3603,5117
6664,2011-10-10,fall,2011,October,5,yes,monday,no,1,18.86,22.725,94.0,0.0,2,19,21,1,23.404153,27.14625,73.375,4.23042,1514,3603,5117
6665,2011-10-10,fall,2011,October,6,yes,monday,no,1,18.04,21.97,94.0,0.0,5,39,44,1,23.404153,27.14625,73.375,4.23042,1514,3603,5117
6666,2011-10-10,fall,2011,October,7,yes,monday,no,1,18.86,22.725,88.0,0.0,12,102,114,1,23.404153,27.14625,73.375,4.23042,1514,3603,5117
6667,2011-10-10,fall,2011,October,8,yes,monday,no,1,21.32,25.0,83.0,0.0,27,227,254,1,23.404153,27.14625,73.375,4.23042,1514,3603,5117
6668,2011-10-10,fall,2011,October,9,yes,monday,no,1,22.14,25.759999999999998,77.0,0.0,58,161,219,1,23.404153,27.14625,73.375,4.23042,1514,3603,5117
